歌单名称,播放量,歌单链接,用户名称,用户链接
英伦三岛上空的摇滚星球,298万,https://music.163.com/#/playlist?id=518921836,新声浪,https://music.163.com/#/user/home?id=270886242
调大音量，给长假过后的你来点儿刺激！,295万,https://music.163.com/#/playlist?id=481811991,SCHOOL学校酒吧,https://music.163.com/#/user/home?id=279163426
仲夏夜之梦 迷幻浪漫派对计划,294万,https://music.163.com/#/playlist?id=5151027000,西柚甜,https://music.163.com/#/user/home?id=315850166
中国独立乐队指南✨（除Beyond外）,291万,https://music.163.com/#/playlist?id=5314010525,不学乐理不做人,https://music.163.com/#/user/home?id=580121247
30首摇滚乐队的经典神作,291万,https://music.163.com/#/playlist?id=44481966,naTso,https://music.163.com/#/user/home?id=40133971
致敬老男孩｜怎么会迷上你，我在问自己,289万,https://music.163.com/#/playlist?id=2607570464,紫萱Daylily,https://music.163.com/#/user/home?id=13979389
鲍勃迪伦最伟大的99首歌曲,288万,https://music.163.com/#/playlist?id=485739369,乐童音乐,https://music.163.com/#/user/home?id=15686185
草东 HelloNico 告五人 落日飞车,287万,https://music.163.com/#/playlist?id=797645710,XZCYCZX,https://music.163.com/#/user/home?id=81955846
假日枯燥：只有摇滚才是我的解药,285万,https://music.163.com/#/playlist?id=2918302220,我自清欢丨被嫌弃的唐唐的一生,https://music.163.com/#/user/home?id=253395498
事后烟 I 落日飞车 I Mazzy Star,285万,https://music.163.com/#/playlist?id=2351886978,山河暮归,https://music.163.com/#/user/home?id=302227129
你听过这么催眠的摇滚吗,284万,https://music.163.com/#/playlist?id=88014087,不再扎马尾,https://music.163.com/#/user/home?id=33412870
BEYOND经典歌单,284万,https://music.163.com/#/playlist?id=2817243233,用户580884409,https://music.163.com/#/user/home?id=580884409
【国摇】信仰一直在路上,283万,https://music.163.com/#/playlist?id=127367716,俗话说,https://music.163.com/#/user/home?id=63262952
波西米亚狂想曲【原声大碟】,281万,https://music.163.com/#/playlist?id=2656938254,不哴酒精嗜号灯,https://music.163.com/#/user/home?id=554598685
治愈摇滚 I 迷幻柔情的乌托邦,280万,https://music.163.com/#/playlist?id=3032924908,一只喵喵喵星人,https://music.163.com/#/user/home?id=286427520
摇滚，越南战争与嬉皮士,280万,https://music.163.com/#/playlist?id=116521790,Jerry-The-Kid,https://music.163.com/#/user/home?id=46840592
流行｜摇滚 抖落一身喧嚣，摇开所有烦恼,277万,https://music.163.com/#/playlist?id=5175048840,无限自由_jX11,https://music.163.com/#/user/home?id=1426292524
夏日入侵企画/棱镜/落日飞车/新裤子/告五人,276万,https://music.163.com/#/playlist?id=6614342492,雾月情书,https://music.163.com/#/user/home?id=110877577
80年代摇滚 | 1980年代摇滚精选作品,273万,https://music.163.com/#/playlist?id=6651249577,云音乐官方歌单,https://music.163.com/#/user/home?id=1463586082
U2绿洲绿日涅槃枪花ACDC百忧解缪斯收音机头,273万,https://music.163.com/#/playlist?id=64514954,疯狂炜克斯,https://music.163.com/#/user/home?id=18164221
摇滚是一种态度,273万,https://music.163.com/#/playlist?id=106514355,摇滚行,https://music.163.com/#/user/home?id=85084846
「国内独立乐队」躁动、浪漫、迷幻的现场,272万,https://music.163.com/#/playlist?id=5455822839,断鸢DarkEagle,https://music.163.com/#/user/home?id=15825940
棱镜/康姆士/橘子海/告五人/盘尼西林,272万,https://music.163.com/#/playlist?id=5166163255,Cocooin,https://music.163.com/#/user/home?id=411901838
【Britpop】百首英伦摇滚精选,270万,https://music.163.com/#/playlist?id=42791648,F0ll,https://music.163.com/#/user/home?id=6810961
摇滚致幻剂，人间造梦机,269万,https://music.163.com/#/playlist?id=2909848489,一只喵喵喵星人,https://music.163.com/#/user/home?id=286427520
世间纵有千万曲，人间再无黄家驹,265万,https://music.163.com/#/playlist?id=363307661,晚辞iuyu,https://music.163.com/#/user/home?id=130742687
向我表白请唱这些歌 : ),263万,https://music.163.com/#/playlist?id=625314175,虫虫虫虫砸,https://music.163.com/#/user/home?id=124836147
不合时宜的忧伤,262万,https://music.163.com/#/playlist?id=970448898,齊宣王啃牛角,https://music.163.com/#/user/home?id=2928531
史上最佳吉他SOLO100首—by≪GUITAR WORLD≫,262万,https://music.163.com/#/playlist?id=2388262,动物,https://music.163.com/#/user/home?id=59078
窦唯，清浊自甚，神灵明鉴,259万,https://music.163.com/#/playlist?id=2415908258,鹿小毛儿啊,https://music.163.com/#/user/home?id=36986798
《Lo-Fi简史 Pt.1》,258万,https://music.163.com/#/playlist?id=571382918,Strays,https://music.163.com/#/user/home?id=13988470
罗曼蒂克式摇滚,258万,https://music.163.com/#/playlist?id=2526060026,云音乐VIP,https://music.163.com/#/user/home?id=1452176465
独立摇滚：请收下你的人生浪费指南,255万,https://music.163.com/#/playlist?id=2957977406,我自清欢丨被嫌弃的唐唐的一生,https://music.163.com/#/user/home?id=253395498
草东|声音碎片|新裤子|橘子海|Deca,253万,https://music.163.com/#/playlist?id=2881748372,MarmaIade-,https://music.163.com/#/user/home?id=41807408
梦幻流行•与你拥舞的极致浪漫,250万,https://music.163.com/#/playlist?id=2350287560,苏箫羽,https://music.163.com/#/user/home?id=312039745
橘子海|落日飞车|事后烟|deca joins|,248万,https://music.163.com/#/playlist?id=2998733403,-肖未-,https://music.163.com/#/user/home?id=416228397
90年代摇滚 | 1990年代摇滚精选作品,247万,https://music.163.com/#/playlist?id=6651214171,云音乐官方歌单,https://music.163.com/#/user/home?id=1463586082
轻柔摇滚 · 如沐春风般的向你讲述爱情,244万,https://music.163.com/#/playlist?id=2634367741,shakemyhead,https://music.163.com/#/user/home?id=39149659
60年代摇滚 | 1960年代摇滚精选作品,238万,https://music.163.com/#/playlist?id=6651291292,云音乐官方歌单,https://music.163.com/#/user/home?id=1463586082
沒有樂隊不能活,238万,https://music.163.com/#/playlist?id=6821716622,21gms,https://music.163.com/#/user/home?id=124820565
如此生活三十年,233万,https://music.163.com/#/playlist?id=2516273729,热心市民池谷,https://music.163.com/#/user/home?id=255159804
二十首经典摇滚情歌,232万,https://music.163.com/#/playlist?id=24564713,墨_子陳,https://music.163.com/#/user/home?id=7629556
可柔可刚女王范儿：帅气摇滚女声选,230万,https://music.163.com/#/playlist?id=593596526,沉迷鸡爪无法自拔__,https://music.163.com/#/user/home?id=51177133
「中国摇滚」中国独立音乐全收录,229万,https://music.163.com/#/playlist?id=2121477342,雾与晨的杂货店,https://music.163.com/#/user/home?id=103780233
「乐队的夏天」值得一听的中国乐队,226万,https://music.163.com/#/playlist?id=2725009176,断鸢DarkEagle,https://music.163.com/#/user/home?id=15825940
落日飞车/盘尼/橘子海/椅子/deca joins,226万,https://music.163.com/#/playlist?id=2561024890,yoohkoh,https://music.163.com/#/user/home?id=606475827
听摇滚乐队也要靠车窗边坐,225万,https://music.163.com/#/playlist?id=2621062843,快出门散散心,https://music.163.com/#/user/home?id=445101551
10年代摇滚精选 | 锁定最热摇滚灵魂,224万,https://music.163.com/#/playlist?id=6686195793,云音乐官方歌单,https://music.163.com/#/user/home?id=1463586082
10年代摇滚精选 | 锁定最热摇滚灵魂,224万,https://music.163.com/#/playlist?id=6686195793,云音乐官方歌单,https://music.163.com/#/user/home?id=1463586082
「后摇」我是万恶 更是不赦,220万,https://music.163.com/#/playlist?id=417137258,几鱼-,https://music.163.com/#/user/home?id=68535175
老牌摇滚的经典,212万,https://music.163.com/#/playlist?id=56188934,ET-MS,https://music.163.com/#/user/home?id=9204804
英伦摇滚 | 反叛与温柔间优雅的降落,211万,https://music.163.com/#/playlist?id=2684495358,塔希提岛的月亮,https://music.163.com/#/user/home?id=267181261
黄昏曲丨朦胧浪漫的温柔情绪,210万,https://music.163.com/#/playlist?id=2494862730,泽山集,https://music.163.com/#/user/home?id=280458886
听完这首摇滚乐 妈妈再也不会担心我学坏了,210万,https://music.163.com/#/playlist?id=2933163226,披头士的小迷弟key,https://music.163.com/#/user/home?id=614247892
英伦摇滚|国人如此演绎英伦风,209万,https://music.163.com/#/playlist?id=2634567489,卧室坐家,https://music.163.com/#/user/home?id=122356259
国鞋｜破碎的浪漫主义者,209万,https://music.163.com/#/playlist?id=2818797197,山河暮归,https://music.163.com/#/user/home?id=302227129
•国人的独立摇滚| 脱离时代束缚的音乐圣殿,208万,https://music.163.com/#/playlist?id=2301457765,BeerBadBlood,https://music.163.com/#/user/home?id=79640896
Dream pop | 颅内云端%梦幻与眩晕的艺术,207万,https://music.163.com/#/playlist?id=2353258733,云音乐VIP,https://music.163.com/#/user/home?id=1452176465
两首歌爱上一个乐队（后摇篇）,205万,https://music.163.com/#/playlist?id=313275059,Mr_Vanser,https://music.163.com/#/user/home?id=45159265
当摇滚乐遇上文学,202万,https://music.163.com/#/playlist?id=2617098838,Noise-x,https://music.163.com/#/user/home?id=374353420
中国摇滚 | 当年他们，是最叛逆的精神,202万,https://music.163.com/#/playlist?id=718161859,郑钧工作室,https://music.163.com/#/user/home?id=44513367
SHOEGAZE|遗世独立孤芳自赏,202万,https://music.163.com/#/playlist?id=2680662657,卧室坐家,https://music.163.com/#/user/home?id=122356259
你听这么屌的摇滚也还是没有,201万,https://music.163.com/#/playlist?id=93043295,叛逆的阿鲁巴,https://music.163.com/#/user/home?id=73918295
〔英伦摇滚〕至美男声迷幻摇滚｜纯享,198万,https://music.163.com/#/playlist?id=91864725,Megadeth-C,https://music.163.com/#/user/home?id=76646338
这些封面可真好看 • 盯鞋/梦泡/独立,196万,https://music.163.com/#/playlist?id=2344092822,隆隆说的对,https://music.163.com/#/user/home?id=336718552
前奏一响就该辞职了（当当当当当当当）,195万,https://music.163.com/#/playlist?id=7302423008,说是晚风,https://music.163.com/#/user/home?id=513435749
国摇新选·最纯粹的中国制燥,195万,https://music.163.com/#/playlist?id=2995205038,夏季信风,https://music.163.com/#/user/home?id=35415082
【硬摇滚】嘶哑高音和失真电吉他,189万,https://music.163.com/#/playlist?id=506216424,夕阳下的盛宴,https://music.163.com/#/user/home?id=62230165
迷幻浪漫主义摇滚,188万,https://music.163.com/#/playlist?id=2705301983,Coconut088,https://music.163.com/#/user/home?id=62099546
Coldplay：让人沉醉的摇滚,188万,https://music.163.com/#/playlist?id=64761857,elora_33,https://music.163.com/#/user/home?id=49615784
可以单曲循环的摇滚歌曲,188万,https://music.163.com/#/playlist?id=15425552,墨_子陳,https://music.163.com/#/user/home?id=7629556
♔宇宙最强电吉他Solo,188万,https://music.163.com/#/playlist?id=551550390,爱听音乐的猫大叔,https://music.163.com/#/user/home?id=371876620
Surf Rock丨夏日海滩摇滚冲浪派对,187万,https://music.163.com/#/playlist?id=2100219442,陈北及,https://music.163.com/#/user/home?id=3432498
励志摇滚：如果不能选择，那我们就去歌唱,186万,https://music.163.com/#/playlist?id=2958199693,我自清欢丨被嫌弃的唐唐的一生,https://music.163.com/#/user/home?id=253395498
中国摇滚编年史,185万,https://music.163.com/#/playlist?id=759331,动物,https://music.163.com/#/user/home?id=59078
乐队 乐队 乐队,181万,https://music.163.com/#/playlist?id=2034830238,橘子柠檬和橙子,https://music.163.com/#/user/home?id=295639356
〖 国内小众乐队出众歌曲〗,181万,https://music.163.com/#/playlist?id=127426375,SS略略略略,https://music.163.com/#/user/home?id=91052865
纪念永远的约翰•列侬,176万,https://music.163.com/#/playlist?id=6662765,王磊,https://music.163.com/#/user/home?id=1016
一周摇滚上新 | 听盯鞋 认准Slowdive,173万,https://music.163.com/#/playlist?id=6699350526,云音乐官方歌单,https://music.163.com/#/user/home?id=1463586082
摇滚不死 永远年轻,172万,https://music.163.com/#/playlist?id=5337057714,荒野野,https://music.163.com/#/user/home?id=466463845
适合开车听的摇滚歌曲。,172万,https://music.163.com/#/playlist?id=378858300,完美的灵魂,https://music.163.com/#/user/home?id=136616
耳机里的乐队| 3s带你逃离城市喧嚣,171万,https://music.163.com/#/playlist?id=7444749580,夕日向暖,https://music.163.com/#/user/home?id=124272747
太阳可以是蓝色吗,169万,https://music.163.com/#/playlist?id=321071314,夏日来临了,https://music.163.com/#/user/home?id=255977241
高考后一起去一场live吧,168万,https://music.163.com/#/playlist?id=2804037354,UnicornKingdom,https://music.163.com/#/user/home?id=558948530
The Beatles（贫民能听全集Vol.1）,167万,https://music.163.com/#/playlist?id=642489481,GGvsQQ,https://music.163.com/#/user/home?id=118307694
困顿解除•国摇女青之独立灵魂觉醒,167万,https://music.163.com/#/playlist?id=2751101228,一生向海,https://music.163.com/#/user/home?id=607590588
70年代摇滚 | 1970年代摇滚精选作品,166万,https://music.163.com/#/playlist?id=6651233748,云音乐官方歌单,https://music.163.com/#/user/home?id=1463586082
70年代摇滚 | 1970年代摇滚精选作品,166万,https://music.163.com/#/playlist?id=6651233748,云音乐官方歌单,https://music.163.com/#/user/home?id=1463586082
让人心情变好的快乐摇滚,166万,https://music.163.com/#/playlist?id=2707319365,FalseAzure,https://music.163.com/#/user/home?id=314055856
魔岩三杰｜摇滚里程碑专辑,166万,https://music.163.com/#/playlist?id=2332324863,教父迈克先生,https://music.163.com/#/user/home?id=354125078
「什么该被聆听? 」——在夜晚的青年大街,165万,https://music.163.com/#/playlist?id=2388670214,_FURTUR_,https://music.163.com/#/user/home?id=246029257
摇滚乐确实拯救了我们,164万,https://music.163.com/#/playlist?id=2453524011,郑老师唉,https://music.163.com/#/user/home?id=47711432
大不列颠五十年不完全歌单,164万,https://music.163.com/#/playlist?id=509497517,SCHOOL学校酒吧,https://music.163.com/#/user/home?id=279163426
听点不一样的·耳机里的青春二三事,162万,https://music.163.com/#/playlist?id=2718534070,原创君,https://music.163.com/#/user/home?id=201586
音乐是生活的麻药,162万,https://music.163.com/#/playlist?id=3052560071,自由而无用的多云,https://music.163.com/#/user/home?id=259820820
漫步在伦敦丨无法忘却的英伦情调,161万,https://music.163.com/#/playlist?id=2957452963,欧美音乐资讯,https://music.163.com/#/user/home?id=391194506
绝色复古•幻游梦境 与你消磨时光,158万,https://music.163.com/#/playlist?id=2146256338,苏箫羽,https://music.163.com/#/user/home?id=312039745
